Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,6.0,Needs improvement,8
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,9.0,Very satisfied,3
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,6.0,Very satisfied,9
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,6.0,Needs improvement,6
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,7.0,Good service,9
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,1.0,Needs improvement,2
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,6.0,Very satisfied,1
17,649,2023-01-01 16:00:00,2561.0,Bill Payment,4.0,Very satisfied,1
18,340,2023-01-01 17:00:00,1962.0,Bill Payment,5.0,Good service,9
18,340,2023-01-01 17:00:00,1962.0,Bill Payment,5.0,Very satisfied,4
18,340,2023-01-01 17:00:00,1962.0,Bill Payment,9.0,Good service,10
18,340,2023-01-01 17:00:00,1962.0,Bill Payment,8.0,Unsatisfactory,3
18,340,2023-01-01 17:00:00,1962.0,Bill Payment,8.0,Unsatisfactory,7
19,301,2023-01-01 18:00:00,1705.0,Investment,7.0,Needs improvement,8
19,301,2023-01-01 18:00:00,1705.0,Investment,5.0,Excellent,10
19,301,2023-01-01 18:00:00,1705.0,Investment,6.0,Unsatisfactory,8
19,301,2023-01-01 18:00:00,1705.0,Investment,4.0,Good service,10
19,301,2023-01-01 18:00:00,1705.0,Investment,2.0,Unsatisfactory,3
20,480,2023-01-01 19:00:00,964.0,Loan Payment,2.0,Unsatisfactory,3
20,480,2023-01-01 19:00:00,964.0,Loan Payment,5.0,Good service,7
20,480,2023-01-01 19:00:00,964.0,Loan Payment,7.0,Unsatisfactory,5
20,480,2023-01-01 19:00:00,964.0,Loan Payment,6.0,Very satisfied,10
20,480,2023-01-01 19:00:00,964.0,Loan Payment,6.0,Needs improvement,10
20,480,2023-01-01 19:00:00,964.0,Loan Payment,6.0,Needs improvement,4
20,480,2023-01-01 19:00:00,964.0,Loan Payment,5.0,Unsatisfactory,3
21,834,2023-01-01 20:00:00,3301.0,Purchase,6.0,Unsatisfactory,3
21,834,2023-01-01 20:00:00,3301.0,Purchase,6.0,Good service,2
22,544,2023-01-01 21:00:00,366.0,Bill Payment,5.0,Good service,5
22,544,2023-01-01 21:00:00,366.0,Bill Payment,5.0,Good service,9
22,544,2023-01-01 21:00:00,366.0,Bill Payment,3.0,Very satisfied,10
22,544,2023-01-01 21:00:00,366.0,Bill Payment,5.0,Unsatisfactory,6
22,544,2023-01-01 21:00:00,366.0,Bill Payment,5.0,Excellent,5
23,557,2023-01-01 22:00:00,3605.0,Investment,2.0,Very satisfied,7
23,557,2023-01-01 22:00:00,3605.0,Investment,7.0,Good service,5
23,557,2023-01-01 22:00:00,3605.0,Investment,1.0,Good service,6
24,265,2023-01-01 23:00:00,978.0,Purchase,2.0,Needs improvement,6
24,265,2023-01-01 23:00:00,978.0,Purchase,9.0,Good service,6
24,265,2023-01-01 23:00:00,978.0,Purchase,4.0,Excellent,6
25,542,2023-01-02 00:00:00,251.0,Investment,9.0,Needs improvement,2
25,542,2023-01-02 00:00:00,251.0,Investment,8.0,Unsatisfactory,10
25,542,2023-01-02 00:00:00,251.0,Investment,5.0,Unsatisfactory,9
26,596,2023-01-02 01:00:00,3456.0,Purchase,2.0,Good service,2
26,596,2023-01-02 01:00:00,3456.0,Purchase,4.0,Excellent,5
26,596,2023-01-02 01:00:00,3456.0,Purchase,10.0,Very satisfied,1
26,596,2023-01-02 01:00:00,3456.0,Purchase,5.0,Very satisfied,8
26,596,2023-01-02 01:00:00,3456.0,Purchase,8.0,Good service,1
27,166,2023-01-02 02:00:00,4244.0,Investment,2.0,Very satisfied,2
27,166,2023-01-02 02:00:00,4244.0,Investment,6.0,Needs improvement,10
27,166,2023-01-02 02:00:00,4244.0,Investment,3.0,Good service,8
28,316,2023-01-02 03:00:00,2154.0,Purchase,5.0,Very satisfied,2
28,316,2023-01-02 03:00:00,2154.0,Purchase,5.0,Good service,9
28,316,2023-01-02 03:00:00,2154.0,Purchase,3.0,Unsatisfactory,4
28,316,2023-01-02 03:00:00,2154.0,Purchase,10.0,Excellent,1
28,316,2023-01-02 03:00:00,2154.0,Purchase,10.0,Unsatisfactory,3
28,316,2023-01-02 03:00:00,2154.0,Purchase,4.0,Good service,4
28,316,2023-01-02 03:00:00,2154.0,Purchase,8.0,Unsatisfactory,2
28,316,2023-01-02 03:00:00,2154.0,Purchase,3.0,Needs improvement,9
29,1,2023-01-02 04:00:00,156.0,Loan Payment,10.0,Very satisfied,9
29,1,2023-01-02 04:00:00,156.0,Loan Payment,7.0,Good service,9
30,761,2023-01-02 05:00:00,552.0,Purchase,7.0,Good service,7
30,761,2023-01-02 05:00:00,552.0,Purchase,5.0,Very satisfied,10
30,761,2023-01-02 05:00:00,552.0,Purchase,5.0,Needs improvement,8
30,761,2023-01-02 05:00:00,552.0,Purchase,6.0,Needs improvement,10
31,261,2023-01-02 06:00:00,701.0,Purchase,5.0,Good service,9
31,261,2023-01-02 06:00:00,701.0,Purchase,7.0,Good service,5
31,261,2023-01-02 06:00:00,701.0,Purchase,8.0,Needs improvement,9
31,261,2023-01-02 06:00:00,701.0,Purchase,8.0,Needs improvement,8
31,261,2023-01-02 06:00:00,701.0,Purchase,2.0,Unsatisfactory,7
31,261,2023-01-02 06:00:00,701.0,Purchase,3.0,Very satisfied,4
31,261,2023-01-02 06:00:00,701.0,Purchase,5.0,Good service,6
31,261,2023-01-02 06:00:00,701.0,Purchase,10.0,Needs improvement,2
32,63,2023-01-02 07:00:00,2481.5,Purchase,8.0,Unsatisfactory,3
32,63,2023-01-02 07:00:00,2481.5,Purchase,5.0,Good service,9
32,63,2023-01-02 07:00:00,2481.5,Purchase,8.0,Good service,6
32,63,2023-01-02 07:00:00,2481.5,Purchase,4.0,Good service,3
32,63,2023-01-02 07:00:00,2481.5,Purchase,2.0,Unsatisfactory,5
33,483,2023-01-02 08:00:00,4060.0,Investment,10.0,Needs improvement,5
33,483,2023-01-02 08:00:00,4060.0,Investment,8.0,Very satisfied,7
33,483,2023-01-02 08:00:00,4060.0,Investment,2.0,Good service,4
33,483,2023-01-02 08:00:00,4060.0,Investment,8.0,Good service,6
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,10.0,Unsatisfactory,3
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,8.0,Unsatisfactory,2
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,10.0,Excellent,1
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,5.0,Needs improvement,9
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,3.0,Good service,3
34,676,2023-01-02 09:00:00,4015.0,Bill Payment,9.0,Unsatisfactory,6
35,321,2023-01-02 10:00:00,3369.0,Purchase,3.0,Good service,7
35,321,2023-01-02 10:00:00,3369.0,Purchase,5.0,Unsatisfactory,4
35,321,2023-01-02 10:00:00,3369.0,Purchase,1.0,Unsatisfactory,5
35,321,2023-01-02 10:00:00,3369.0,Purchase,8.0,Unsatisfactory,7
36,846,2023-01-02 11:00:00,2961.0,Purchase,8.0,Good service,3
36,846,2023-01-02 11:00:00,2961.0,Purchase,7.0,Needs improvement,2
36,846,2023-01-02 11:00:00,2961.0,Purchase,1.0,Excellent,6
36,846,2023-01-02 11:00:00,2961.0,Purchase,8.0,Very satisfied,2
36,846,2023-01-02 11:00:00,2961.0,Purchase,10.0,Needs improvement,10
36,846,2023-01-02 11:00:00,2961.0,Purchase,10.0,Needs improvement,3
37,201,2023-01-02 12:00:00,739.0,Loan Payment,6.0,Needs improvement,6
37,201,2023-01-02 12:00:00,739.0,Loan Payment,3.0,Unsatisfactory,6
37,201,2023-01-02 12:00:00,739.0,Loan Payment,6.0,Unsatisfactory,10
37,201,2023-01-02 12:00:00,739.0,Loan Payment,2.0,Very satisfied,6
37,201,2023-01-02 12:00:00,739.0,Loan Payment,5.0,Excellent,10
37,201,2023-01-02 12:00:00,739.0,Loan Payment,10.0,Unsatisfactory,8
38,222,2023-01-02 13:00:00,4509.0,Purchase,4.0,Unsatisfactory,4
38,222,2023-01-02 13:00:00,4509.0,Purchase,7.0,Very satisfied,7
38,222,2023-01-02 13:00:00,4509.0,Purchase,8.0,Good service,3
38,222,2023-01-02 13:00:00,4509.0,Purchase,4.0,Very satisfied,7
38,222,2023-01-02 13:00:00,4509.0,Purchase,8.0,Good service,8
38,222,2023-01-02 13:00:00,4509.0,Purchase,5.0,Unsatisfactory,8
38,222,2023-01-02 13:00:00,4509.0,Purchase,9.0,Unsatisfactory,2
38,222,2023-01-02 13:00:00,4509.0,Purchase,3.0,Unsatisfactory,1
39,152,2023-01-02 14:00:00,2565.0,Loan Payment,10.0,Needs improvement,7
39,152,2023-01-02 14:00:00,2565.0,Loan Payment,4.0,Very satisfied,1
39,152,2023-01-02 14:00:00,2565.0,Loan Payment,8.0,Unsatisfactory,4
39,152,2023-01-02 14:00:00,2565.0,Loan Payment,4.0,Very satisfied,8
40,644,2023-01-02 15:00:00,1160.0,Purchase,5.0,Unsatisfactory,5
40,644,2023-01-02 15:00:00,1160.0,Purchase,6.0,Good service,6
40,644,2023-01-02 15:00:00,1160.0,Purchase,4.0,Very satisfied,10
40,644,2023-01-02 15:00:00,1160.0,Purchase,8.0,Very satisfied,10
41,626,2023-01-02 16:00:00,1745.0,Investment,8.0,Good service,2
41,626,2023-01-02 16:00:00,1745.0,Investment,3.0,Unsatisfactory,4
41,626,2023-01-02 16:00:00,1745.0,Investment,6.0,Unsatisfactory,7
41,626,2023-01-02 16:00:00,1745.0,Investment,9.0,Good service,10
41,626,2023-01-02 16:00:00,1745.0,Investment,3.0,Very satisfied,1
41,626,2023-01-02 16:00:00,1745.0,Investment,8.0,Very satisfied,10
41,626,2023-01-02 16:00:00,1745.0,Investment,4.0,Unsatisfactory,6
41,626,2023-01-02 16:00:00,1745.0,Investment,6.0,Very satisfied,3
42,462,2023-01-02 17:00:00,1048.0,Bill Payment,8.0,Good service,3
42,462,2023-01-02 17:00:00,1048.0,Bill Payment,3.0,Good service,8
42,462,2023-01-02 17:00:00,1048.0,Bill Payment,8.0,Needs improvement,5
42,462,2023-01-02 17:00:00,1048.0,Bill Payment,10.0,Unsatisfactory,9
42,462,2023-01-02 17:00:00,1048.0,Bill Payment,10.0,Needs improvement,1
43,217,2023-01-02 18:00:00,2922.0,Bill Payment,2.0,Excellent,7
43,217,2023-01-02 18:00:00,2922.0,Bill Payment,8.0,Good service,6
43,217,2023-01-02 18:00:00,2922.0,Bill Payment,6.0,Good service,8
43,217,2023-01-02 18:00:00,2922.0,Bill Payment,6.0,Very satisfied,3
43,217,2023-01-02 18:00:00,2922.0,Bill Payment,9.0,Good service,3
44,196,2023-01-02 19:00:00,4850.0,Bill Payment,10.0,Needs improvement,10
44,196,2023-01-02 19:00:00,4850.0,Bill Payment,2.0,Unsatisfactory,5
44,196,2023-01-02 19:00:00,4850.0,Bill Payment,10.0,Very satisfied,8
44,196,2023-01-02 19:00:00,4850.0,Bill Payment,6.0,Excellent,4
44,196,2023-01-02 19:00:00,4850.0,Bill Payment,7.0,Good service,8
45,793,2023-01-02 20:00:00,2550.0,Investment,4.0,Needs improvement,2
45,793,2023-01-02 20:00:00,2550.0,Investment,8.0,Excellent,4
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,2.0,Good service,3
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,8.0,Excellent,9
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,6.0,Very satisfied,4
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,6.0,Unsatisfactory,1
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,9.0,Unsatisfactory,3
46,202,2023-01-02 21:00:00,4424.0,Loan Payment,8.0,Excellent,3
47,995,2023-01-02 22:00:00,1252.0,Bill Payment,8.0,Good service,5
47,995,2023-01-02 22:00:00,1252.0,Bill Payment,9.0,Good service,10
47,995,2023-01-02 22:00:00,1252.0,Bill Payment,2.0,Needs improvement,5
48,647,2023-01-02 23:00:00,782.0,Investment,10.0,Very satisfied,5
48,647,2023-01-02 23:00:00,782.0,Investment,1.0,Needs improvement,10
49,234,2023-01-03 00:00:00,1926.0,Investment,5.0,Needs improvement,10
49,234,2023-01-03 00:00:00,1926.0,Investment,5.0,Good service,7
50,141,2023-01-03 01:00:00,3422.0,Purchase,4.0,Needs improvement,10
50,141,2023-01-03 01:00:00,3422.0,Purchase,2.0,Needs improvement,2
50,141,2023-01-03 01:00:00,3422.0,Purchase,8.0,Unsatisfactory,10
50,141,2023-01-03 01:00:00,3422.0,Purchase,8.0,Needs improvement,9
51,708,2023-01-03 02:00:00,2509.0,Loan Payment,8.0,Very satisfied,7
51,708,2023-01-03 02:00:00,2509.0,Loan Payment,5.0,Good service,2
51,708,2023-01-03 02:00:00,2509.0,Loan Payment,4.0,Very satisfied,10
51,708,2023-01-03 02:00:00,2509.0,Loan Payment,8.0,Unsatisfactory,1
51,708,2023-01-03 02:00:00,2509.0,Loan Payment,2.0,Needs improvement,3
52,498,2023-01-03 03:00:00,3450.0,Investment,8.0,Excellent,4
52,498,2023-01-03 03:00:00,3450.0,Investment,8.0,Unsatisfactory,4
52,498,2023-01-03 03:00:00,3450.0,Investment,9.0,Good service,3
52,498,2023-01-03 03:00:00,3450.0,Investment,1.0,Good service,7
53,555,2023-01-03 04:00:00,3555.0,Loan Payment,10.0,Very satisfied,5
53,555,2023-01-03 04:00:00,3555.0,Loan Payment,6.0,Needs improvement,3
53,555,2023-01-03 04:00:00,3555.0,Loan Payment,8.0,Excellent,2
53,555,2023-01-03 04:00:00,3555.0,Loan Payment,9.0,Good service,8
53,555,2023-01-03 04:00:00,3555.0,Loan Payment,6.0,Excellent,9
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,8.0,Very satisfied,2
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,2.0,Unsatisfactory,5
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,7.0,Needs improvement,4
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,6.0,Unsatisfactory,4
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,3.0,Good service,7
54,57,2023-01-03 05:00:00,1223.0,Bill Payment,7.0,Good service,6
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,4.0,Needs improvement,6
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,4.0,Excellent,10
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,1.0,Needs improvement,1
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,6.0,Needs improvement,10
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,7.0,Good service,8
55,932,2023-01-03 06:00:00,2941.0,Bill Payment,9.0,Very satisfied,2
56,504,2023-01-03 07:00:00,428.0,Bill Payment,8.0,Good service,3
56,504,2023-01-03 07:00:00,428.0,Bill Payment,7.0,Very satisfied,4
56,504,2023-01-03 07:00:00,428.0,Bill Payment,8.0,Needs improvement,7
56,504,2023-01-03 07:00:00,428.0,Bill Payment,2.0,Needs improvement,7
56,504,2023-01-03 07:00:00,428.0,Bill Payment,1.0,Good service,6
57,142,2023-01-03 08:00:00,3791.0,Purchase,6.0,Unsatisfactory,7
57,142,2023-01-03 08:00:00,3791.0,Purchase,9.0,Unsatisfactory,2
57,142,2023-01-03 08:00:00,3791.0,Purchase,4.0,Good service,10
58,722,2023-01-03 09:00:00,4970.0,Purchase,5.0,Good service,4
58,722,2023-01-03 09:00:00,4970.0,Purchase,10.0,Unsatisfactory,1
58,722,2023-01-03 09:00:00,4970.0,Purchase,1.0,Very satisfied,3
58,722,2023-01-03 09:00:00,4970.0,Purchase,1.0,Very satisfied,4
58,722,2023-01-03 09:00:00,4970.0,Purchase,9.0,Good service,9
58,722,2023-01-03 09:00:00,4970.0,Purchase,6.0,Very satisfied,5
59,584,2023-01-03 10:00:00,798.0,Loan Payment,2.0,Very satisfied,7
59,584,2023-01-03 10:00:00,798.0,Loan Payment,1.0,Very satisfied,5
59,584,2023-01-03 10:00:00,798.0,Loan Payment,2.0,Good service,1
59,584,2023-01-03 10:00:00,798.0,Loan Payment,4.0,Unsatisfactory,5
59,584,2023-01-03 10:00:00,798.0,Loan Payment,6.0,Very satisfied,3
59,584,2023-01-03 10:00:00,798.0,Loan Payment,2.0,Good service,9
60,736,2023-01-03 11:00:00,1881.0,Loan Payment,8.0,Unsatisfactory,2
60,736,2023-01-03 11:00:00,1881.0,Loan Payment,9.0,Needs improvement,3
60,736,2023-01-03 11:00:00,1881.0,Loan Payment,9.0,Very satisfied,4
60,736,2023-01-03 11:00:00,1881.0,Loan Payment,8.0,Very satisfied,3
60,736,2023-01-03 11:00:00,1881.0,Loan Payment,4.0,Needs improvement,6
61,539,2023-01-03 12:00:00,4600.0,Purchase,8.0,Very satisfied,6
61,539,2023-01-03 12:00:00,4600.0,Purchase,3.0,Good service,6
61,539,2023-01-03 12:00:00,4600.0,Purchase,9.0,Needs improvement,9
61,539,2023-01-03 12:00:00,4600.0,Purchase,6.0,Unsatisfactory,6
61,539,2023-01-03 12:00:00,4600.0,Purchase,6.0,Good service,7
62,640,2023-01-03 13:00:00,2035.0,Investment,5.0,Unsatisfactory,9
62,640,2023-01-03 13:00:00,2035.0,Investment,9.0,Unsatisfactory,6
62,640,2023-01-03 13:00:00,2035.0,Investment,8.0,Unsatisfactory,8
62,640,2023-01-03 13:00:00,2035.0,Investment,10.0,Good service,8
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,1.0,Excellent,7
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,6.0,Unsatisfactory,1
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,7.0,Unsatisfactory,6
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,2.0,Unsatisfactory,8
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,5.0,Good service,9
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,8.0,Good service,4
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,8.0,Good service,2
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,1.0,Very satisfied,2
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,9.0,Unsatisfactory,1
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,9.0,Very satisfied,1
63,106,2023-01-03 14:00:00,2456.0,Loan Payment,3.0,Good service,8
64,165,2023-01-03 15:00:00,4833.0,Loan Payment,2.0,Good service,2
64,165,2023-01-03 15:00:00,4833.0,Loan Payment,8.0,Good service,9
64,165,2023-01-03 15:00:00,4833.0,Loan Payment,9.0,Good service,9
64,165,2023-01-03 15:00:00,4833.0,Loan Payment,5.0,Unsatisfactory,9
65,215,2023-01-03 16:00:00,570.0,Bill Payment,3.0,Very satisfied,9
65,215,2023-01-03 16:00:00,570.0,Bill Payment,9.0,Unsatisfactory,9
65,215,2023-01-03 16:00:00,570.0,Bill Payment,5.0,Very satisfied,5
66,71,2023-01-03 17:00:00,2661.0,Loan Payment,1.0,Excellent,5
66,71,2023-01-03 17:00:00,2661.0,Loan Payment,4.0,Good service,6
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,4.0,Needs improvement,7
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,1.0,Good service,9
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,8.0,Needs improvement,10
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,1.0,Excellent,3
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,2.0,Unsatisfactory,10
67,716,2023-01-03 18:00:00,3914.0,Loan Payment,5.0,Unsatisfactory,1
68,665,2023-01-03 19:00:00,549.0,Investment,1.0,Needs improvement,10
68,665,2023-01-03 19:00:00,549.0,Investment,1.0,Very satisfied,1
68,665,2023-01-03 19:00:00,549.0,Investment,9.0,Very satisfied,9
68,665,2023-01-03 19:00:00,549.0,Investment,5.0,Unsatisfactory,3
68,665,2023-01-03 19:00:00,549.0,Investment,5.0,Good service,3
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,3.0,Needs improvement,5
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,5.0,Needs improvement,6
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,6.0,Good service,4
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,7.0,Very satisfied,7
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,2.0,Needs improvement,9
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,4.0,Unsatisfactory,2
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,8.0,Unsatisfactory,9
69,579,2023-01-03 20:00:00,4765.0,Loan Payment,1.0,Unsatisfactory,6
70,90,2023-01-03 21:00:00,3146.0,Investment,2.0,Very satisfied,6
70,90,2023-01-03 21:00:00,3146.0,Investment,5.0,Unsatisfactory,10
70,90,2023-01-03 21:00:00,3146.0,Investment,1.0,Very satisfied,1
70,90,2023-01-03 21:00:00,3146.0,Investment,1.0,Excellent,6
70,90,2023-01-03 21:00:00,3146.0,Investment,6.0,Unsatisfactory,1
70,90,2023-01-03 21:00:00,3146.0,Investment,3.0,Unsatisfactory,3
